5.450999999999999801e+01 5.564999999999999858e+01 5.015999999999999659e+01 5.596000000000000085e+01 7.298999999999999488e+01 6.020000000000000284e+01
8.060999999999999943e+01 7.340000000000000568e+01 7.357999999999999829e+01 5.989000000000000057e+01 6.570999999999999375e+01 5.859000000000000341e+01
5.765999999999999659e+01 5.646000000000000085e+01 5.529999999999999716e+01 4.925999999999999801e+01 4.768999999999999773e+01 4.146000000000000085e+01
4.678999999999999915e+01 5.209000000000000341e+01 6.090999999999999659e+01 5.552000000000000313e+01 4.960999999999999943e+01 6.626000000000000512e+01
4.981000000000000227e+01 5.522999999999999687e+01 4.752000000000000313e+01 5.363000000000000256e+01 6.129999999999999716e+01 4.670000000000000284e+01
5.739999999999999858e+01 4.886999999999999744e+01 5.932999999999999829e+01 5.054999999999999716e+01 5.804999999999999716e+01 6.357999999999999829e+01
5.281000000000000227e+01 5.977000000000000313e+01 5.835999999999999943e+01 4.709000000000000341e+01 5.264999999999999858e+01 4.118999999999999773e+01
6.296999999999999886e+01 5.460000000000000142e+01 7.978000000000000114e+01 6.740999999999999659e+01 7.215999999999999659e+01 6.456999999999999318e+01
3.965999999999999659e+01 6.236999999999999744e+01 5.545000000000000284e+01 5.250000000000000000e+01 6.277000000000000313e+01 5.746999999999999886e+01
6.113000000000000256e+01 5.213000000000000256e+01 6.509999999999999432e+01 5.440999999999999659e+01 4.317999999999999972e+01 6.910999999999999943e+01
6.089000000000000057e+01 7.175000000000000000e+01 6.643999999999999773e+01 5.403999999999999915e+01 6.565000000000000568e+01 8.943000000000000682e+01
4.992000000000000171e+01 5.159000000000000341e+01 5.243999999999999773e+01 6.047999999999999687e+01 5.586999999999999744e+01 5.285000000000000142e+01
7.548000000000000398e+01 9.145999999999999375e+01 9.037000000000000455e+01 8.665000000000000568e+01 7.998999999999999488e+01 7.625000000000000000e+01
5.146999999999999886e+01 4.713000000000000256e+01 4.260000000000000142e+01 4.561999999999999744e+01 3.584000000000000341e+01 3.878999999999999915e+01
3.813000000000000256e+01 5.472999999999999687e+01 4.303000000000000114e+01 4.177000000000000313e+01 5.334000000000000341e+01 4.918999999999999773e+01
6.423999999999999488e+01 6.274000000000000199e+01 7.287000000000000455e+01 7.215000000000000568e+01 6.117999999999999972e+01 7.909000000000000341e+01
4.979999999999999716e+01 5.024000000000000199e+01 4.152000000000000313e+01 4.807000000000000028e+01 4.542999999999999972e+01 4.865999999999999659e+01
5.264999999999999858e+01 5.439000000000000057e+01 4.771000000000000085e+01 4.192999999999999972e+01 6.000999999999999801e+01 4.517000000000000171e+01
4.528999999999999915e+01 5.161999999999999744e+01 4.718999999999999773e+01 4.856000000000000227e+01 4.803000000000000114e+01 4.170000000000000284e+01
7.151999999999999602e+01 7.376000000000000512e+01 8.842000000000000171e+01 8.382999999999999829e+01 7.948999999999999488e+01 5.736999999999999744e+01
5.468999999999999773e+01 4.861999999999999744e+01 6.318999999999999773e+01 4.471000000000000085e+01 5.535000000000000142e+01 5.428999999999999915e+01
6.545000000000000284e+01 6.703000000000000114e+01 6.125999999999999801e+01 5.814000000000000057e+01 6.378999999999999915e+01 7.210999999999999943e+01
3.860999999999999943e+01 3.153999999999999915e+01 3.157000000000000028e+01 2.919999999999999929e+01 3.392000000000000171e+01 2.948000000000000043e+01
6.160999999999999943e+01 6.345000000000000284e+01 6.609999999999999432e+01 9.854999999999999716e+01 6.810999999999999943e+01 6.325999999999999801e+01
4.877000000000000313e+01 4.807000000000000028e+01 5.375000000000000000e+01 5.850000000000000000e+01 5.678000000000000114e+01 5.246999999999999886e+01
4.589999999999999858e+01 3.874000000000000199e+01 5.042000000000000171e+01 4.220000000000000284e+01 5.046999999999999886e+01 3.928999999999999915e+01
8.209999999999999432e+01 8.120000000000000284e+01 8.087999999999999545e+01 8.760999999999999943e+01 8.668000000000000682e+01 9.925000000000000000e+01
